Year,series,station,data,value
1909,national_7_stn_temp_data,Auckland,Temp,
1910,national_7_stn_temp_data,Auckland,Temp,14.97
1911,national_7_stn_temp_data,Auckland,Temp,14.33
1912,national_7_stn_temp_data,Auckland,Temp,13.54
1913,national_7_stn_temp_data,Auckland,Temp,13.76
1914,national_7_stn_temp_data,Auckland,Temp,13.68
1915,national_7_stn_temp_data,Auckland,Temp,14.36
1916,national_7_stn_temp_data,Auckland,Temp,15.26
1917,national_7_stn_temp_data,Auckland,Temp,14.86
1961,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.3
1962,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.32
1963,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.4
1964,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.43
1965,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.55
1966,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.5
1967,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.47
1968,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.27
1969,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.08
1970,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.09
1971,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.01
1972,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.12
1973,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,0.07
1974,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.21
1975,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.3
1976,national_7_stn_temp_data,7_Stn_Composite,5_yr_mean,-0.28
1918,national_7_stn_temp_data,Auckland,Temp,14.22
1919,national_7_stn_temp_data,Auckland,Temp,13.43
1920,national_7_stn_temp_data,Auckland,Temp,13.98
1921,national_7_stn_temp_data,Auckland,Temp,14.27
1922,national_7_stn_temp_data,Auckland,Temp,14.56
1923,national_7_stn_temp_data,Auckland,Temp,14.11
1924,national_7_stn_temp_data,Auckland,Temp,14.96
1925,national_7_stn_temp_data,Auckland,Temp,14.06
1926,national_7_stn_temp_data,Auckland,Temp,14.14
1927,national_7_stn_temp_data,Auckland,Temp,14.08
1928,national_7_stn_temp_data,Auckland,Temp,15.21
1929,national_7_stn_temp_data,Auckland,Temp,14.7
1930,national_7_stn_temp_data,Auckland,Temp,14
1931,national_7_stn_temp_data,Auckland,Temp,14.06
1932,national_7_stn_temp_data,Auckland,Temp,14.26
1933,national_7_stn_temp_data,Auckland,Temp,14.66
1934,national_7_stn_temp_data,Auckland,Temp,14.61
1935,national_7_stn_temp_data,Auckland,Temp,14.89
1936,national_7_stn_temp_data,Auckland,Temp,14.26
1937,national_7_stn_temp_data,Auckland,Temp,14.21
1938,national_7_stn_temp_data,Auckland,Temp,15.57
1939,national_7_stn_temp_data,Auckland,Temp,14.22
1940,national_7_stn_temp_data,Auckland,Temp,14.05
1941,national_7_stn_temp_data,Auckland,Temp,14.32
1942,national_7_stn_temp_data,Auckland,Temp,14.69
1943,national_7_stn_temp_data,Auckland,Temp,14.34
1944,national_7_stn_temp_data,Auckland,Temp,14.17
1945,national_7_stn_temp_data,Auckland,Temp,13.91
1946,national_7_stn_temp_data,Auckland,Temp,14.68
1947,national_7_stn_temp_data,Auckland,Temp,14.44
1948,national_7_stn_temp_data,Auckland,Temp,14.9
1949,national_7_stn_temp_data,Auckland,Temp,14.56
1950,national_7_stn_temp_data,Auckland,Temp,15.15
1951,national_7_stn_temp_data,Auckland,Temp,14.52
1952,national_7_stn_temp_data,Auckland,Temp,14.68
1953,national_7_stn_temp_data,Auckland,Temp,14.94
1954,national_7_stn_temp_data,Auckland,Temp,15.15
1955,national_7_stn_temp_data,Auckland,Temp,15.48
1956,national_7_stn_temp_data,Auckland,Temp,15.55
1957,national_7_stn_temp_data,Auckland,Temp,14.87
1958,national_7_stn_temp_data,Auckland,Temp,15.1
1959,national_7_stn_temp_data,Auckland,Temp,14.77
1960,national_7_stn_temp_data,Auckland,Temp,14.72
1961,national_7_stn_temp_data,Auckland,Temp,14.82
1962,national_7_stn_temp_data,Auckland,Temp,15.55
1963,national_7_stn_temp_data,Auckland,Temp,14.72
1964,national_7_stn_temp_data,Auckland,Temp,14.58
1965,national_7_stn_temp_data,Auckland,Temp,14.24
1966,national_7_stn_temp_data,Auckland,Temp,14.64
1967,national_7_stn_temp_data,Auckland,Temp,15.03
1968,national_7_stn_temp_data,Auckland,Temp,14.75
1969,national_7_stn_temp_data,Auckland,Temp,14.69
1970,national_7_stn_temp_data,Auckland,Temp,15.71
1971,national_7_stn_temp_data,Auckland,Temp,15.82
1972,national_7_stn_temp_data,Auckland,Temp,15.06
1973,national_7_stn_temp_data,Auckland,Temp,15.53
1974,national_7_stn_temp_data,Auckland,Temp,15.98
1975,national_7_stn_temp_data,Auckland,Temp,15.54
1976,national_7_stn_temp_data,Auckland,Temp,14.65
1977,national_7_stn_temp_data,Auckland,Temp,14.48
1978,national_7_stn_temp_data,Auckland,Temp,15.25
1979,national_7_stn_temp_data,Auckland,Temp,15.49
1980,national_7_stn_temp_data,Auckland,Temp,14.85
1981,national_7_stn_temp_data,Auckland,Temp,15.59
1982,national_7_stn_temp_data,Auckland,Temp,14.56
1983,national_7_stn_temp_data,Auckland,Temp,14.87
1984,national_7_stn_temp_data,Auckland,Temp,15.31
1985,national_7_stn_temp_data,Auckland,Temp,15.36
1986,national_7_stn_temp_data,Auckland,Temp,15.36
1987,national_7_stn_temp_data,Auckland,Temp,15.44
1988,national_7_stn_temp_data,Auckland,Temp,15.86
1989,national_7_stn_temp_data,Auckland,Temp,15.5
1990,national_7_stn_temp_data,Auckland,Temp,15.8
1991,national_7_stn_temp_data,Auckland,Temp,15.01
1992,national_7_stn_temp_data,Auckland,Temp,14.54
1993,national_7_stn_temp_data,Auckland,Temp,14.69
1994,national_7_stn_temp_data,Auckland,Temp,15.16
1995,national_7_stn_temp_data,Auckland,Temp,15.74
1996,national_7_stn_temp_data,Auckland,Temp,15.43
1997,national_7_stn_temp_data,Auckland,Temp,15.05
1998,national_7_stn_temp_data,Auckland,Temp,16.55
1999,national_7_stn_temp_data,Auckland,Temp,16.03
2000,national_7_stn_temp_data,Auckland,Temp,15.76
2001,national_7_stn_temp_data,Auckland,Temp,15.78
2002,national_7_stn_temp_data,Auckland,Temp,15.43
2003,national_7_stn_temp_data,Auckland,Temp,15.47
2004,national_7_stn_temp_data,Auckland,Temp,14.93
2005,national_7_stn_temp_data,Auckland,Temp,16.07
2006,national_7_stn_temp_data,Auckland,Temp,15.29
2007,national_7_stn_temp_data,Auckland,Temp,15.64
2008,national_7_stn_temp_data,Auckland,Temp,15.71
2009,national_7_stn_temp_data,Auckland,Temp,15.14
2010,national_7_stn_temp_data,Auckland,Temp,15.98
2011,national_7_stn_temp_data,Auckland,Temp,15.84
2012,national_7_stn_temp_data,Auckland,Temp,15.43
2013,national_7_stn_temp_data,Auckland,Temp,16.09
1909,national_7_stn_temp_data,Auckland,Anomaly,
1910,national_7_stn_temp_data,Auckland,Anomaly,-0.46
1911,national_7_stn_temp_data,Auckland,Anomaly,-1.11
1912,national_7_stn_temp_data,Auckland,Anomaly,-1.9
1913,national_7_stn_temp_data,Auckland,Anomaly,-1.68
1914,national_7_stn_temp_data,Auckland,Anomaly,-1.76
1915,national_7_stn_temp_data,Auckland,Anomaly,-1.08
1916,national_7_stn_temp_data,Auckland,Anomaly,-0.17
1917,national_7_stn_temp_data,Auckland,Anomaly,-0.57
1918,national_7_stn_temp_data,Auckland,Anomaly,-1.21
1919,national_7_stn_temp_data,Auckland,Anomaly,-2.01
1920,national_7_stn_temp_data,Auckland,Anomaly,-1.46
1921,national_7_stn_temp_data,Auckland,Anomaly,-1.16
1922,national_7_stn_temp_data,Auckland,Anomaly,-0.87
1923,national_7_stn_temp_data,Auckland,Anomaly,-1.32
1924,national_7_stn_temp_data,Auckland,Anomaly,-0.47
1925,national_7_stn_temp_data,Auckland,Anomaly,-1.38
1926,national_7_stn_temp_data,Auckland,Anomaly,-1.3
1927,national_7_stn_temp_data,Auckland,Anomaly,-1.36
1928,national_7_stn_temp_data,Auckland,Anomaly,-0.23
1929,national_7_stn_temp_data,Auckland,Anomaly,-0.74
1930,national_7_stn_temp_data,Auckland,Anomaly,-1.44
1931,national_7_stn_temp_data,Auckland,Anomaly,-1.37
1932,national_7_stn_temp_data,Auckland,Anomaly,-1.18
1933,national_7_stn_temp_data,Auckland,Anomaly,-0.78
1934,national_7_stn_temp_data,Auckland,Anomaly,-0.82
1935,national_7_stn_temp_data,Auckland,Anomaly,-0.55
1936,national_7_stn_temp_data,Auckland,Anomaly,-1.18
1937,national_7_stn_temp_data,Auckland,Anomaly,-1.22
1938,national_7_stn_temp_data,Auckland,Anomaly,0.14
1939,national_7_stn_temp_data,Auckland,Anomaly,-1.21
1940,national_7_stn_temp_data,Auckland,Anomaly,-1.39
1941,national_7_stn_temp_data,Auckland,Anomaly,-1.11
1942,national_7_stn_temp_data,Auckland,Anomaly,-0.75
1943,national_7_stn_temp_data,Auckland,Anomaly,-1.1
1944,national_7_stn_temp_data,Auckland,Anomaly,-1.26
1945,national_7_stn_temp_data,Auckland,Anomaly,-1.52
1946,national_7_stn_temp_data,Auckland,Anomaly,-0.76
1947,national_7_stn_temp_data,Auckland,Anomaly,-1
1948,national_7_stn_temp_data,Auckland,Anomaly,-0.54
1949,national_7_stn_temp_data,Auckland,Anomaly,-0.87
1950,national_7_stn_temp_data,Auckland,Anomaly,-0.29
1951,national_7_stn_temp_data,Auckland,Anomaly,-0.92
1952,national_7_stn_temp_data,Auckland,Anomaly,-0.76
1953,national_7_stn_temp_data,Auckland,Anomaly,-0.49
1954,national_7_stn_temp_data,Auckland,Anomaly,-0.29
1955,national_7_stn_temp_data,Auckland,Anomaly,0.05
1956,national_7_stn_temp_data,Auckland,Anomaly,0.11
1957,national_7_stn_temp_data,Auckland,Anomaly,-0.57
1958,national_7_stn_temp_data,Auckland,Anomaly,-0.34
1959,national_7_stn_temp_data,Auckland,Anomaly,-0.67
1960,national_7_stn_temp_data,Auckland,Anomaly,-0.72
1961,national_7_stn_temp_data,Auckland,Anomaly,-0.62
1962,national_7_stn_temp_data,Auckland,Anomaly,0.11
1963,national_7_stn_temp_data,Auckland,Anomaly,-0.72
1964,national_7_stn_temp_data,Auckland,Anomaly,-0.86
1965,national_7_stn_temp_data,Auckland,Anomaly,-1.19
1966,national_7_stn_temp_data,Auckland,Anomaly,-0.79
1967,national_7_stn_temp_data,Auckland,Anomaly,-0.41
1968,national_7_stn_temp_data,Auckland,Anomaly,-0.69
1969,national_7_stn_temp_data,Auckland,Anomaly,-0.74
1970,national_7_stn_temp_data,Auckland,Anomaly,0.27
1971,national_7_stn_temp_data,Auckland,Anomaly,0.38
1972,national_7_stn_temp_data,Auckland,Anomaly,-0.38
1973,national_7_stn_temp_data,Auckland,Anomaly,0.1
1974,national_7_stn_temp_data,Auckland,Anomaly,0.55
1975,national_7_stn_temp_data,Auckland,Anomaly,0.11
1976,national_7_stn_temp_data,Auckland,Anomaly,-0.79
1977,national_7_stn_temp_data,Auckland,Anomaly,-0.96
1978,national_7_stn_temp_data,Auckland,Anomaly,-0.18
1979,national_7_stn_temp_data,Auckland,Anomaly,0.06
1980,national_7_stn_temp_data,Auckland,Anomaly,-0.58
1981,national_7_stn_temp_data,Auckland,Anomaly,0.16
1982,national_7_stn_temp_data,Auckland,Anomaly,-0.88
1983,national_7_stn_temp_data,Auckland,Anomaly,-0.57
1984,national_7_stn_temp_data,Auckland,Anomaly,-0.13
1985,national_7_stn_temp_data,Auckland,Anomaly,-0.08
1986,national_7_stn_temp_data,Auckland,Anomaly,-0.08
1987,national_7_stn_temp_data,Auckland,Anomaly,0
1988,national_7_stn_temp_data,Auckland,Anomaly,0.42
1989,national_7_stn_temp_data,Auckland,Anomaly,0.07
1990,national_7_stn_temp_data,Auckland,Anomaly,0.37
1991,national_7_stn_temp_data,Auckland,Anomaly,-0.43
1992,national_7_stn_temp_data,Auckland,Anomaly,-0.89
1993,national_7_stn_temp_data,Auckland,Anomaly,-0.74
1994,national_7_stn_temp_data,Auckland,Anomaly,-0.28
1995,national_7_stn_temp_data,Auckland,Anomaly,0.31
1996,national_7_stn_temp_data,Auckland,Anomaly,-0.01
1997,national_7_stn_temp_data,Auckland,Anomaly,-0.38
1998,national_7_stn_temp_data,Auckland,Anomaly,1.11
1999,national_7_stn_temp_data,Auckland,Anomaly,0.6
2000,national_7_stn_temp_data,Auckland,Anomaly,0.32
2001,national_7_stn_temp_data,Auckland,Anomaly,0.35
2002,national_7_stn_temp_data,Auckland,Anomaly,0
2003,national_7_stn_temp_data,Auckland,Anomaly,0.03
2004,national_7_stn_temp_data,Auckland,Anomaly,-0.51
2005,national_7_stn_temp_data,Auckland,Anomaly,0.63
2006,national_7_stn_temp_data,Auckland,Anomaly,-0.14
2007,national_7_stn_temp_data,Auckland,Anomaly,0.21
2008,national_7_stn_temp_data,Auckland,Anomaly,0.27
2009,national_7_stn_temp_data,Auckland,Anomaly,-0.29
2010,national_7_stn_temp_data,Auckland,Anomaly,0.55
2011,national_7_stn_temp_data,Auckland,Anomaly,0.41
2012,national_7_stn_temp_data,Auckland,Anomaly,-0.01
2013,national_7_stn_temp_data,Auckland,Anomaly,0.66
1909,national_7_stn_temp_data,Masterton,Temp,
1910,national_7_stn_temp_data,Masterton,Temp,
1911,national_7_stn_temp_data,Masterton,Temp,
1912,national_7_stn_temp_data,Masterton,Temp,11.34
1913,national_7_stn_temp_data,Masterton,Temp,11.39
1914,national_7_stn_temp_data,Masterton,Temp,11.18
1915,national_7_stn_temp_data,Masterton,Temp,12.2
1916,national_7_stn_temp_data,Masterton,Temp,13.24
1917,national_7_stn_temp_data,Masterton,Temp,13.12
1918,national_7_stn_temp_data,Masterton,Temp,11.92
1919,national_7_stn_temp_data,Masterton,Temp,11.66
1920,national_7_stn_temp_data,Masterton,Temp,11.85
1921,national_7_stn_temp_data,Masterton,Temp,11.97
1922,national_7_stn_temp_data,Masterton,Temp,11.93
1923,national_7_stn_temp_data,Masterton,Temp,11.85
1924,national_7_stn_temp_data,Masterton,Temp,12.82
1925,national_7_stn_temp_data,Masterton,Temp,11.82
1926,national_7_stn_temp_data,Masterton,Temp,11.84
1927,national_7_stn_temp_data,Masterton,Temp,11.96
1928,national_7_stn_temp_data,Masterton,Temp,12.53
1929,national_7_stn_temp_data,Masterton,Temp,11.93
1930,national_7_stn_temp_data,Masterton,Temp,10.98
1931,national_7_stn_temp_data,Masterton,Temp,11.43
1932,national_7_stn_temp_data,Masterton,Temp,11.37
1933,national_7_stn_temp_data,Masterton,Temp,12.12
1934,national_7_stn_temp_data,Masterton,Temp,11.97
1935,national_7_stn_temp_data,Masterton,Temp,12.39
1936,national_7_stn_temp_data,Masterton,Temp,11.75
1937,national_7_stn_temp_data,Masterton,Temp,11.6
1938,national_7_stn_temp_data,Masterton,Temp,12.87
1939,national_7_stn_temp_data,Masterton,Temp,11.93
1940,national_7_stn_temp_data,Masterton,Temp,11.39
1941,national_7_stn_temp_data,Masterton,Temp,11.67
1942,national_7_stn_temp_data,Masterton,Temp,11.86
1943,national_7_stn_temp_data,Masterton,Temp,11.85
1944,national_7_stn_temp_data,Masterton,Temp,11.64
1945,national_7_stn_temp_data,Masterton,Temp,11.53
1946,national_7_stn_temp_data,Masterton,Temp,11.74
1947,national_7_stn_temp_data,Masterton,Temp,11.88
1948,national_7_stn_temp_data,Masterton,Temp,12.35
1949,national_7_stn_temp_data,Masterton,Temp,12.03
1950,national_7_stn_temp_data,Masterton,Temp,11.93
1951,national_7_stn_temp_data,Masterton,Temp,11.71
1952,national_7_stn_temp_data,Masterton,Temp,12.19
1953,national_7_stn_temp_data,Masterton,Temp,11.85
1954,national_7_stn_temp_data,Masterton,Temp,12.59
1955,national_7_stn_temp_data,Masterton,Temp,12.77
1956,national_7_stn_temp_data,Masterton,Temp,12.79
1957,national_7_stn_temp_data,Masterton,Temp,12.5
1958,national_7_stn_temp_data,Masterton,Temp,12.54
1959,national_7_stn_temp_data,Masterton,Temp,11.89
1960,national_7_stn_temp_data,Masterton,Temp,11.94
1961,national_7_stn_temp_data,Masterton,Temp,12.08
1962,national_7_stn_temp_data,Masterton,Temp,12.91
1963,national_7_stn_temp_data,Masterton,Temp,11.87
1964,national_7_stn_temp_data,Masterton,Temp,12.17
1965,national_7_stn_temp_data,Masterton,Temp,11.87
1966,national_7_stn_temp_data,Masterton,Temp,11.96
1967,national_7_stn_temp_data,Masterton,Temp,12.05
1968,national_7_stn_temp_data,Masterton,Temp,12.33
1969,national_7_stn_temp_data,Masterton,Temp,12.16
1970,national_7_stn_temp_data,Masterton,Temp,12.92
1971,national_7_stn_temp_data,Masterton,Temp,12.79
1972,national_7_stn_temp_data,Masterton,Temp,12.09
1973,national_7_stn_temp_data,Masterton,Temp,13.01
1974,national_7_stn_temp_data,Masterton,Temp,12.69
1975,national_7_stn_temp_data,Masterton,Temp,12.6
1976,national_7_stn_temp_data,Masterton,Temp,11.53
1977,national_7_stn_temp_data,Masterton,Temp,11.66
1978,national_7_stn_temp_data,Masterton,Temp,12.91
1979,national_7_stn_temp_data,Masterton,Temp,12.69
1980,national_7_stn_temp_data,Masterton,Temp,12.13
1981,national_7_stn_temp_data,Masterton,Temp,13.13
1982,national_7_stn_temp_data,Masterton,Temp,12.13
1983,national_7_stn_temp_data,Masterton,Temp,12.23
1984,national_7_stn_temp_data,Masterton,Temp,12.69
1985,national_7_stn_temp_data,Masterton,Temp,12.79
1986,national_7_stn_temp_data,Masterton,Temp,12.55
1987,national_7_stn_temp_data,Masterton,Temp,12.51
1988,national_7_stn_temp_data,Masterton,Temp,13.18
1989,national_7_stn_temp_data,Masterton,Temp,13.03
1990,national_7_stn_temp_data,Masterton,Temp,13.14
1991,national_7_stn_temp_data,Masterton,Temp,12.16
1992,national_7_stn_temp_data,Masterton,Temp,11.2
1993,national_7_stn_temp_data,Masterton,Temp,11.39
1994,national_7_stn_temp_data,Masterton,Temp,12.42
1995,national_7_stn_temp_data,Masterton,Temp,12.72
1996,national_7_stn_temp_data,Masterton,Temp,12.33
1997,national_7_stn_temp_data,Masterton,Temp,11.93
1998,national_7_stn_temp_data,Masterton,Temp,13.52
1999,national_7_stn_temp_data,Masterton,Temp,13.08
2000,national_7_stn_temp_data,Masterton,Temp,12.47
2001,national_7_stn_temp_data,Masterton,Temp,12.77
2002,national_7_stn_temp_data,Masterton,Temp,12.47
2003,national_7_stn_temp_data,Masterton,Temp,12.54
2004,national_7_stn_temp_data,Masterton,Temp,12.32
2005,national_7_stn_temp_data,Masterton,Temp,13.03
2006,national_7_stn_temp_data,Masterton,Temp,12.41
2007,national_7_stn_temp_data,Masterton,Temp,12.64
2008,national_7_stn_temp_data,Masterton,Temp,12.9
2009,national_7_stn_temp_data,Masterton,Temp,12.24
2010,national_7_stn_temp_data,Masterton,Temp,13.07
2011,national_7_stn_temp_data,Masterton,Temp,12.62
2012,national_7_stn_temp_data,Masterton,Temp,11.99
2013,national_7_stn_temp_data,Masterton,Temp,13.28
1909,national_7_stn_temp_data,Masterton,Anomaly,
1910,national_7_stn_temp_data,Masterton,Anomaly,
1911,national_7_stn_temp_data,Masterton,Anomaly,
1912,national_7_stn_temp_data,Masterton,Anomaly,-1.22
1913,national_7_stn_temp_data,Masterton,Anomaly,-1.17
1914,national_7_stn_temp_data,Masterton,Anomaly,-1.39
1915,national_7_stn_temp_data,Masterton,Anomaly,-0.37
1916,national_7_stn_temp_data,Masterton,Anomaly,0.68
1917,national_7_stn_temp_data,Masterton,Anomaly,0.56
1918,national_7_stn_temp_data,Masterton,Anomaly,-0.65
1919,national_7_stn_temp_data,Masterton,Anomaly,-0.91
1920,national_7_stn_temp_data,Masterton,Anomaly,-0.72
1921,national_7_stn_temp_data,Masterton,Anomaly,-0.6
1922,national_7_stn_temp_data,Masterton,Anomaly,-0.64
1923,national_7_stn_temp_data,Masterton,Anomaly,-0.71
1924,national_7_stn_temp_data,Masterton,Anomaly,0.25
1925,national_7_stn_temp_data,Masterton,Anomaly,-0.75
1926,national_7_stn_temp_data,Masterton,Anomaly,-0.73
1927,national_7_stn_temp_data,Masterton,Anomaly,-0.61
1928,national_7_stn_temp_data,Masterton,Anomaly,-0.04
1929,national_7_stn_temp_data,Masterton,Anomaly,-0.63
1930,national_7_stn_temp_data,Masterton,Anomaly,-1.58
1931,national_7_stn_temp_data,Masterton,Anomaly,-1.13
1932,national_7_stn_temp_data,Masterton,Anomaly,-1.2
1933,national_7_stn_temp_data,Masterton,Anomaly,-0.45
1934,national_7_stn_temp_data,Masterton,Anomaly,-0.6
1935,national_7_stn_temp_data,Masterton,Anomaly,-0.17
1936,national_7_stn_temp_data,Masterton,Anomaly,-0.81
1937,national_7_stn_temp_data,Masterton,Anomaly,-0.96
1938,national_7_stn_temp_data,Masterton,Anomaly,0.3
1939,national_7_stn_temp_data,Masterton,Anomaly,-0.63
1940,national_7_stn_temp_data,Masterton,Anomaly,-1.17
1941,national_7_stn_temp_data,Masterton,Anomaly,-0.9
1942,national_7_stn_temp_data,Masterton,Anomaly,-0.71
1943,national_7_stn_temp_data,Masterton,Anomaly,-0.71
1944,national_7_stn_temp_data,Masterton,Anomaly,-0.92
1945,national_7_stn_temp_data,Masterton,Anomaly,-1.04
1946,national_7_stn_temp_data,Masterton,Anomaly,-0.83
1947,national_7_stn_temp_data,Masterton,Anomaly,-0.69
1948,national_7_stn_temp_data,Masterton,Anomaly,-0.22
1949,national_7_stn_temp_data,Masterton,Anomaly,-0.54
1950,national_7_stn_temp_data,Masterton,Anomaly,-0.64
1951,national_7_stn_temp_data,Masterton,Anomaly,-0.85
1952,national_7_stn_temp_data,Masterton,Anomaly,-0.38
1953,national_7_stn_temp_data,Masterton,Anomaly,-0.72
1954,national_7_stn_temp_data,Masterton,Anomaly,0.02
1955,national_7_stn_temp_data,Masterton,Anomaly,0.2
1956,national_7_stn_temp_data,Masterton,Anomaly,0.22
1957,national_7_stn_temp_data,Masterton,Anomaly,-0.06
1958,national_7_stn_temp_data,Masterton,Anomaly,-0.03
1959,national_7_stn_temp_data,Masterton,Anomaly,-0.67
1960,national_7_stn_temp_data,Masterton,Anomaly,-0.62
1961,national_7_stn_temp_data,Masterton,Anomaly,-0.49
1962,national_7_stn_temp_data,Masterton,Anomaly,0.35
1963,national_7_stn_temp_data,Masterton,Anomaly,-0.7
1964,national_7_stn_temp_data,Masterton,Anomaly,-0.4
1965,national_7_stn_temp_data,Masterton,Anomaly,-0.7
1966,national_7_stn_temp_data,Masterton,Anomaly,-0.6
1967,national_7_stn_temp_data,Masterton,Anomaly,-0.51
1968,national_7_stn_temp_data,Masterton,Anomaly,-0.24
1969,national_7_stn_temp_data,Masterton,Anomaly,-0.4
1970,national_7_stn_temp_data,Masterton,Anomaly,0.35
1971,national_7_stn_temp_data,Masterton,Anomaly,0.22
1972,national_7_stn_temp_data,Masterton,Anomaly,-0.48
1973,national_7_stn_temp_data,Masterton,Anomaly,0.45
1974,national_7_stn_temp_data,Masterton,Anomaly,0.13
1975,national_7_stn_temp_data,Masterton,Anomaly,0.04
1976,national_7_stn_temp_data,Masterton,Anomaly,-1.04
1977,national_7_stn_temp_data,Masterton,Anomaly,-0.9
1978,national_7_stn_temp_data,Masterton,Anomaly,0.35
1979,national_7_stn_temp_data,Masterton,Anomaly,0.13
1980,national_7_stn_temp_data,Masterton,Anomaly,-0.44
1981,national_7_stn_temp_data,Masterton,Anomaly,0.56
1982,national_7_stn_temp_data,Masterton,Anomaly,-0.44
1983,national_7_stn_temp_data,Masterton,Anomaly,-0.34
1984,national_7_stn_temp_data,Masterton,Anomaly,0.13
1985,national_7_stn_temp_data,Masterton,Anomaly,0.22
1986,national_7_stn_temp_data,Masterton,Anomaly,-0.01
1987,national_7_stn_temp_data,Masterton,Anomaly,-0.05
1988,national_7_stn_temp_data,Masterton,Anomaly,0.61
1989,national_7_stn_temp_data,Masterton,Anomaly,0.46
1990,national_7_stn_temp_data,Masterton,Anomaly,0.57
1991,national_7_stn_temp_data,Masterton,Anomaly,-0.41
1992,national_7_stn_temp_data,Masterton,Anomaly,-1.37
1993,national_7_stn_temp_data,Masterton,Anomaly,-1.17
1994,national_7_stn_temp_data,Masterton,Anomaly,-0.15
1995,national_7_stn_temp_data,Masterton,Anomaly,0.15
1996,national_7_stn_temp_data,Masterton,Anomaly,-0.23
1997,national_7_stn_temp_data,Masterton,Anomaly,-0.63
1998,national_7_stn_temp_data,Masterton,Anomaly,0.96
1999,national_7_stn_temp_data,Masterton,Anomaly,0.52
2000,national_7_stn_temp_data,Masterton,Anomaly,-0.1
2001,national_7_stn_temp_data,Masterton,Anomaly,0.2
2002,national_7_stn_temp_data,Masterton,Anomaly,-0.1
2003,national_7_stn_temp_data,Masterton,Anomaly,-0.02
2004,national_7_stn_temp_data,Masterton,Anomaly,-0.24
2005,national_7_stn_temp_data,Masterton,Anomaly,0.47
2006,national_7_stn_temp_data,Masterton,Anomaly,-0.16
2007,national_7_stn_temp_data,Masterton,Anomaly,0.08
2008,national_7_stn_temp_data,Masterton,Anomaly,0.33
2009,national_7_stn_temp_data,Masterton,Anomaly,-0.32
2010,national_7_stn_temp_data,Masterton,Anomaly,0.5
2011,national_7_stn_temp_data,Masterton,Anomaly,0.05
2012,national_7_stn_temp_data,Masterton,Anomaly,-0.58
2013,national_7_stn_temp_data,Masterton,Anomaly,0.71
1909,national_7_stn_temp_data,Wellington,Temp,12.59
1910,national_7_stn_temp_data,Wellington,Temp,12.71
1911,national_7_stn_temp_data,Wellington,Temp,12.39
1912,national_7_stn_temp_data,Wellington,Temp,11.76
1913,national_7_stn_temp_data,Wellington,Temp,12.04
1914,national_7_stn_temp_data,Wellington,Temp,12.08
1915,national_7_stn_temp_data,Wellington,Temp,12.28
1916,national_7_stn_temp_data,Wellington,Temp,13.07
1917,national_7_stn_temp_data,Wellington,Temp,13.12
1918,national_7_stn_temp_data,Wellington,Temp,12.22
1919,national_7_stn_temp_data,Wellington,Temp,11.63
1920,national_7_stn_temp_data,Wellington,Temp,11.63
1921,national_7_stn_temp_data,Wellington,Temp,11.97
1922,national_7_stn_temp_data,Wellington,Temp,12.37
1923,national_7_stn_temp_data,Wellington,Temp,12.23
1924,national_7_stn_temp_data,Wellington,Temp,13.03
1925,national_7_stn_temp_data,Wellington,Temp,12.05
1926,national_7_stn_temp_data,Wellington,Temp,12.06
1927,national_7_stn_temp_data,Wellington,Temp,12.09
1928,national_7_stn_temp_data,Wellington,Temp,12.78
1929,national_7_stn_temp_data,Wellington,Temp,12.02
1930,national_7_stn_temp_data,Wellington,Temp,11.38
1931,national_7_stn_temp_data,Wellington,Temp,11.6
1932,national_7_stn_temp_data,Wellington,Temp,11.74
1933,national_7_stn_temp_data,Wellington,Temp,12.37
1934,national_7_stn_temp_data,Wellington,Temp,12.66
1935,national_7_stn_temp_data,Wellington,Temp,12.81
1936,national_7_stn_temp_data,Wellington,Temp,12.2
1937,national_7_stn_temp_data,Wellington,Temp,12.01
1938,national_7_stn_temp_data,Wellington,Temp,13.07
1939,national_7_stn_temp_data,Wellington,Temp,12.27
1940,national_7_stn_temp_data,Wellington,Temp,12.07
1941,national_7_stn_temp_data,Wellington,Temp,12.07
1942,national_7_stn_temp_data,Wellington,Temp,12.44
1943,national_7_stn_temp_data,Wellington,Temp,12.17
1944,national_7_stn_temp_data,Wellington,Temp,12.12
1945,national_7_stn_temp_data,Wellington,Temp,11.9
1946,national_7_stn_temp_data,Wellington,Temp,12.22
